UNICLASS,PRICE_NEW
Pr_75_50_76_05,119.95
Pr_75_50_76_17,1.0
Pr_75_50_76_23,6.95
Pr_75_50_76_57,79.95
Pr_75_50_76_68,36.28333333333334
Pr_75_51_17_50,15.95
Pr_75_51_17_63,79.95
Pr_75_51_26,99.0
Pr_75_51_26_01,285.0
Pr_75_51_26_92,137.42307692307693
Pr_75_51_35,169.0
Pr_75_51_35_10,160.25588235294117
Pr_75_51_35_65,316.08958333333334
Pr_75_51_35_80,179.0
Pr_75_51_35_97,186.14285714285714
Pr_75_51_52_82,31.711764705882356
Pr_75_51_65_73,7.95
Pr_75_51_65_90,65.28333333333335
Pr_75_75_04_08,9.95
Pr_75_75_04_73,9.95
Pr_75_75_90_41,89.95
Pr_75_75_90_70,24.95
Pr_75_75_90_88,62.95
Pr_75_75_90_89,75.95
Pr_75_75_90_90,39.050000000000004
Pr_75_80,22.76
Pr_75_80_30_22,5.5
Pr_75_80_30_77,79.63333333333334
Pr_75_80_32_39,5.95
Pr_75_80_32_70,49.95
Pr_75_80_42_02,159.0
Pr_75_80_42_42,44.95
Pr_75_80_50_22,42.95
Pr_75_80_50_55,139.76000000000002
Pr_75_80_50_60,21.450000000000003
Pr_80_51,16.425
Pr_80_51_30_38,154.95
Pr_80_51_30_70,199.95
Pr_80_51_30_90,204.95
Pr_80_51_30_94,24.9
Pr_80_51_46,31.6
Pr_80_51_46_50,27.225
Pr_80_51_46_55,159.95
Pr_80_51_51_04,56.505
Pr_80_51_51_05,17.95
Pr_80_51_51_22,47.35
Pr_80_51_51_23,20.725
Pr_80_51_51_28,81.95
Pr_80_51_51_30,20.360000000000003
Pr_80_51_51_32,3.994444444444445
Pr_80_51_51_33,364.25
Pr_80_51_51_37,11.283333333333331
Pr_80_51_51_58,32.95
Pr_80_51_51_60,21.31578947368421
Pr_80_51_51_62,9.08
Pr_80_51_51_67,52.95
Pr_80_51_51_93,40.606842105263155
Pr_80_51_51_97,38.184374999999996
Pr_80_51_51_98,45.18425
Pr_80_51_70_22,6.75
Pr_80_51_70_51,18.23076923076923
Pr_80_51_70_64,500.81666666666666
Pr_80_51_70_90,44.616666666666674
Pr_80_51_85_01,419.0
Pr_80_51_85_28,37.31428571428571
Pr_80_51_85_66,10.0
Pr_80_51_85_87,16.400000000000002
Pr_80_51_85_88,98.38916666666667
Pr_80_51_85_90,2.0
Pr_80_51_96,48.68888888888889
Pr_80_51_96_00,11.95
Pr_80_51_96_32,179.95
Pr_80_51_96_77,36.83178947368421
Pr_80_51_96_96,24.818181818181817
Pr_80_77,44.95
Pr_80_77_27_73,317.3333333333333
Pr_80_77_27_80,313.31666666666666
Pr_80_77_27_91,27.5
Pr_80_77_28,79.95
Pr_80_77_28_07,5.5
Pr_80_77_28_11,89.95
Pr_80_77_28_67,12.5
Pr_80_77_28_74,61.0
Pr_80_77_28_86,9.95
Pr_80_77_28_98,18.95
Pr_80_77_48_02,8.95
Pr_80_77_48_04,9.933333333333332
Pr_80_77_48_23,10.95
Pr_80_77_48_55,9.95
Pr_80_77_48_70,7.95
Pr_80_77_48_81,15.5
Pr_80_77_48_88,29.95
Pr_80_77_76_64,7.475
Pr_80_77_76_92,36.95
Pr_80_77_76_94,29.95
Pr_80_77_94_74,3.0
Pr_82,18.66
Pr_82_70,3.0
Pr_82_70_09,13.069999999999999
Pr_82_70_09_09,1.0
Pr_82_70_09_90,149.0
Pr_82_70_24,9.725
Pr_82_70_24_30,8.95
Pr_82_70_65_60,14.95
Pr_82_70_90_25,17.616666666666664
Pr_85_30,295.0
Pr_85_50_25,10.1
Pr_85_50_27,381.0
Pr_85_50_27_15,4.5
Pr_85_50_27_92,11.95
