,German_Raw,German_Code,SoldAfterDays,CountEntity,Average Amount,German_Code_Parent,Code,Title,Imagefile,Rank_SoldAfterDays,Rank_CountEntity,Rank_Average_Amount,Score
22,turnstile,IfcDoor.TURNSTILE,90.21428571428571,14,397.0,IfcDoor.TURNSTILE,,,"[[], [], ['94182637-70D9-4D90-810E-81581E700693.jpeg'], ['d8c103ec-773225ce-8352-4741-8206-46d6c65e9a30.jpeg'], ['6ff8def4-spiegel-geschlossen.jpg.webp', '3a812a87-detail.jpg.webp', '2c5995f7-gesamtmenge.jpg.webp'], ['0192c89d-w1001330-01.jpg'], ['ffc68d6b-strada_ig_6-scaled.jpg', '96276937-strada_ig_8-scaled.jpg'], [], [], ['c6f2a185-img_20220112_123910-scaled.jpg'], ['2f9eb996-s-l1600-1.jpg'], ['2730abc5-s-l1600-1.jpg'], ['a5a99d09-bildschirmfoto-2021-01-27-um-15.54.24.png'], ['96a86bcf-wickelfalzrohr-o-355-mm-rund-verzinkt-2m.jpg'], [], ['811c204f-img_20220821_124033-scaled.jpg'], ['73a7b1aa-backsteinklinker-glatt_01.jpg'], ['c5e639dd-20220317_165120-scaled.jpg'], ['fcd14dc5-caf2bde7-cf4d-4268-97e6-358d8e1b9f0b.jpeg', '43f0384e-541d3c19-ea20-4e32-a9d8-5ce0568ad487.jpeg'], ['51258bdf-img-20210406-wa0000.jpg', '967c1549-img-20210321-wa0002.jpg.webp'], ['623eabfe-img_4741-scaled-1.jpg', '258b93fa-img_4744-e1533247352629-scaled-1.jpg'], ['b932a3ce-img_4744-e1533247352629-scaled-1.jpg', '1fc881a2-img_4739-scaled-1.jpg', '633cbecc-img_4743-e1533247308364-scaled-1.jpg'], [], [], ['66974b33-img_20200829_111811-scaled.jpg'], ['3924a2e8-img_20200829_111817-scaled.jpg'], [], [], [], [], ['ed235ae2-doppelstabmattenzaun-6-scaled.jpg'], ['50e2a254-08b6c23e-ad83-4233-8cb6-600fa78f2797.jpeg', '0335311a-15f3fd9a-ff54-42c8-bf61-c86570681cdb.jpeg', '3f344660-86d2c495-c73e-40e8-97c3-98436d6153a5.jpeg'], ['ccdf0753-design-ohne-titel4.png'], ['ad545cf4-design-ohne-titel5.png'], ['6c923d8a-design-ohne-titel6.png'], ['05751b59-design-ohne-titel7.png'], ['84701dd1-img_20230625_164315-scaled.jpg'], ['3ae1f666-img_2198-rotated.jpg']]",52.0,12.0,12.0,25.333333333333332
42,Sprinklers,Pr_70_55_98_84,46.42857142857143,7,23.428571428571427,Pr_70_55,Pr_70_55,Liquid and gas outlet products,"[[], ['dbc65185-imgp3829-n-scaled.jpg', 'a0cbfadb-imgp3832-n-scaled.jpg', 'baeeceb6-fenster-01-n.jpg', '37deaeb8-imgp3834-n-scaled.jpg'], [], ['4d5f0d68-c5646189-0feb-4238-a1e2-a7d62de41267-scaled.jpeg'], [], ['44cca75d-img_1536-rotated.jpg.webp'], ['25a7c64f-s-l1600.jpg', '99a35ce9-s-l1600-2.jpg', '9afb6a52-s-l1600-1.jpg', 'eb7f9dda-s-l1600-3.jpg', 'fd39e2a9-s-l1600-4.jpg'], ['f6d1c1c3-20220609_135844.jpg', '8ba69ebd-20220609_135914a.jpg'], ['766db45d-20221015_131647-scaled.jpg'], ['24c77fda-17dcca7b-ba9d-4ab3-94cb-efd9b52d74ce-scaled.jpeg'], ['b68b7971-pflasterklinker-1.jpg']]",22.0,23.0,31.0,25.333333333333332
76,tee,IfcCableCarrierFitting.TEE,98.0,12,2085.6666666666665,IfcCableCarrierFitting.TEE,,,"[[], ['33e94e68-20221114_152816.jpg'], ['21447032-whatsapp-image-2022-04-09-at-10.00.58-am.jpeg'], ['5d7565d8-34b4d5f6-d87f-48b9-81ec-85be160bf1f6-scaled.jpeg'], ['d7ecc0d7-notleuchte-scaled.jpg', '9d3ab7c1-notleuchte-scaled.jpg', '82764c38-notleuchte-eiq-scaled.jpg'], ['ccc0e030-notled-scaled.jpg'], ['af139b53-pdp_941214-btf-anschlussstreifen-2012-10.jpg'], ['1fd9768f-whatsapp-image-2022-04-20-at-5.23.27-am-4.jpeg', '5dad78d5-whatsapp-image-2022-04-09-at-10.00.59-am-4.jpeg', 'f9bd272e-whatsapp-image-2022-04-20-at-5.23.26-am-5.jpeg', '9055b272-whatsapp-image-2022-04-20-at-5.23.27-am-3.jpeg', '03ce054e-whatsapp-image-2022-04-20-at-5.23.27-am-1.jpeg', 'fdc32b2a-whatsapp-image-2022-04-09-at-10.01.00-am.jpeg', '34415ea8-whatsapp-image-2022-04-20-at-5.23.26-am-6.jpeg', 'd8842787-whatsapp-image-2022-04-20-at-5.23.26-am.jpeg', 'c45f1820-whatsapp-image-2022-04-20-at-5.23.26-am-4.jpeg', '336fd9d3-whatsapp-image-2022-04-20-at-5.23.27-am-4.jpeg', '4491382f-whatsapp-image-2022-04-20-at-5.23.26-am-4.jpeg', 'b37e34e2-whatsapp-image-2022-04-20-at-5.23.28-am-2.jpeg', '1fc04b0b-whatsapp-image-2022-04-20-at-5.23.26-am-2.jpeg', 'e89d71c0-whatsapp-image-2022-04-20-at-5.23.26-am-1.jpeg', '64f88a2a-whatsapp-image-2022-04-20-at-5.23.27-am-1.jpeg', '202e245f-whatsapp-image-2022-04-09-at-10.01.00-am.jpeg', '56892684-whatsapp-image-2022-04-09-at-10.01.00-am-1.jpeg', '0ad7b139-whatsapp-image-2022-04-20-at-5.23.27-am-4.jpeg', '421d90a2-whatsapp-image-2022-04-09-at-10.00.59-am-4.jpeg', '1f982765-whatsapp-image-2022-04-20-at-5.23.28-am-3.jpeg', 'd5b7370a-whatsapp-image-2022-04-20-at-5.23.27-am-1.jpeg', '034bc0ed-whatsapp-image-2022-04-09-at-10.01.00-am-1.jpeg', 'f7c592b5-whatsapp-image-2022-04-20-at-5.23.25-am-1.jpeg', 'f6aba6a2-whatsapp-image-2022-04-09-at-10.01.00-am-2.jpeg', '29adfd9e-whatsapp-image-2022-04-09-at-10.00.59-am-1.jpeg', '1bdd5af5-whatsapp-image-2022-04-09-at-10.00.59-am-2.jpeg', '50086023-whatsapp-image-2022-04-20-at-5.23.26-am-5.jpeg', 'ad89fa60-whatsapp-image-2022-04-20-at-5.23.28-am-3.jpeg', '5f3c2b2a-whatsapp-image-2022-04-20-at-5.23.28-am-5.jpeg', '8e0b07ea-whatsapp-image-2022-04-09-at-10.00.59-am-3.jpeg', '41f8cd2a-whatsapp-image-2022-04-09-at-10.00.59-am.jpeg', '0a42d852-whatsapp-image-2022-04-20-at-5.23.25-am-2.jpeg', '8fb421df-whatsapp-image-2022-04-20-at-5.23.25-am.jpeg', 'ed444de4-whatsapp-image-2022-04-20-at-5.23.26-am-3.jpeg', '765fe5b9-whatsapp-image-2022-04-20-at-5.23.28-am-6.jpeg', '2fdd3b70-whatsapp-image-2022-04-20-at-5.23.28-am.jpeg', 'a038aedb-whatsapp-image-2022-04-09-at-10.00.58-am.jpeg', '406ac1bb-whatsapp-image-2022-04-20-at-5.23.27-am-5.jpeg'], ['f0c2461a-img_0970-scaled.jpg'], [], [], [], [], [], [], [], [], [], ['Etikett-2-213x450.webp', 'Zaun-213x450.webp', 'Pfosten-450x213.webp'], ['5af540e8-20220123_142728-scaled.jpeg'], ['b38b5e85-3-scaled.jpg']]",57.0,16.0,3.0,25.333333333333332
93,Scuttles,Pr_40_50_07_78,43.5,2,5500.0,Pr_40_50,Pr_40_50,Furnishings,"[['5202f969-blm_zsk.jpg'], [], [], []]",16.0,59.0,2.0,25.666666666666668
4,Window walls,Pr_30_59_99,52.98076923076923,52,6.9772727272727275,Pr_30_59,Pr_30_59,Openings and opening component products,"[['48f71fa6-1835a9cb-b23c-4ed7-b810-562d0b2e4ab6.jpeg'], ['53944d75-antike-tueren-jugendstil-antike-haustueren-5285-0.jpg'], ['90bea148-87b124f8-9cf3-40dd-85cb-8e52d420d589.jpeg'], ['69a5840e-whatsapp-image-2022-04-12-at-2.08.21-pm.jpeg'], ['33b99457-img_20220305_103119-scaled.jpg', '9205146b-img_20220305_103251-scaled.jpg'], ['4c7b6e7a-glastür-din-l-scaled.jpg'], ['36050aea-img_3254-rotated.jpg'], ['28b57f2a-tueren.png'], ['b36318aa-glastür-din-l-scaled.jpg'], ['259cff9d-dormatür-scaled.jpg'], ['4e655704-eyjidwnrzxqioijhc3rlcml4lxbyb2qtbwf0zxjpywwtyxnzzxrzlwzv_002-scaled.jpg'], [], ['bd0591b3-0e1235d6-2909-456f-9fd6-74c7bd00b422-scaled.jpeg'], ['10130085-balkontuer.jpeg', '9e779885-fenster.jpg', 'eae8d051-balkontuer2.jpg'], ['0b8b35a9-fenster2.jpg', '26496a2e-fenster1.jpg'], ['74ce6268-img-20221118-wa0003.jpg'], [], [], ['9c96a45a-screenshot_20211114-100940_samsung-internet.jpg', '05bbb1ad-screenshot_20211114-101005_samsung-internet.jpg', 'a295c1d1-screenshot_20211114-100855_samsung-internet.jpg'], ['b7a5327e-84b3f26c-5c9f-471d-a219-91bc12b996b2-scaled.jpeg'], ['64da0ac4-907176ff-7c8c-476f-a233-20c155182392-scaled.jpeg'], ['e3487d72-p1010253-scaled.jpg', '82738acd-p1010253-scaled.jpg', 'fd32abb4-p1010253-scaled.jpg'], ['aa86fb6f-img-20210501-wa0015.jpg', 'e4d9c7e3-img-20210501-wa0016.jpg', 'bda8ffda-img-20210501-wa0010.jpg', '8bdc1bf4-img-20210501-wa0008.jpg', 'a9dda96c-img-20210501-wa0017.jpg'], ['5b75106a-f08-f07-fenster-balkont�r-r�ckseite-8x.jpg', '0074d847-straáenfassade-scaled.jpg', 'a0d85812-f01-fenster-fassade-straáe-8x.jpg'], ['85ebecd7-20210227_1014211-scaled.jpg'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['da6b7ee2-img-20200922-wa0009-rotated.jpg', '7347cc68-20200913_125831_resized.jpg'], ['579f0812-fenster1.jpg'], [], [], [], [], [], [], [], [], [], [], [], ['acbd872f-img_7493.jpg', 'e0f761e9-img_7491.jpg', '12b69d1b-img_7494.jpg'], ['a8b4c4c7-20220216_103954-scaled.jpg'], [], [], ['9e0c37e7-f9e5-4637-b892-364d97cee9261.jpg', 'abd341a4-bild.png'], ['ffc05e2e-fenster_kinderzimmer_1-scaled.jpg', '13dafcaa-kinderzimmer_3-scaled.jpg', 'ff3836dd-kinderzimmer_6-scaled.jpg'], ['b31c88ce-fenster_kueche_4-scaled.jpg', '1f479fcf-fenster_kueche-scaled.jpg'], ['7d83325e-fenster_wohnzimmer-scaled.jpg'], ['45103a0e-kinderbad_2-scaled.jpg'], ['67ba8646-alim0026-scaled.jpg', 'c273ac85-alim0023-scaled.jpg', 'e02ce956-alim0025-scaled.jpg'], ['2d478cd1-img_6792-scaled.jpg', '1cf40bb8-img_6792-scaled.jpg'], ['900efb04-604bf058-9635-4d72-88dc-22dc1b59564b-scaled.jpeg'], ['82827133-16959705159687952229413719423115-450x338.webp', 'e54bd27b-16959704770431102071549414981367-338x450.webp', '262fdaf2-16959705358486942977490150636669-450x338.webp', 'b45762f6-16959702927447812299895373189849-338x450.webp', '1e07c703-1695970414137880761876854240176-450x338.webp', '3ad1c970-16959703685261430685449544748033-450x338.webp']]",36.0,3.0,42.0,27.0
112,Dimensioned stones,Pr_20_93_52_23,30.666666666666668,3,22.0,Pr_20_93,Pr_20_93,Unit structure and general products,"[[], [], []]",3.0,46.0,32.0,27.0
45,Sprigs,Pr_20_29_56_82,114.5,16,1466.8,Pr_20_29,Pr_20_29,Fastener products,"[['1d3763af-fenster-7.0-scaled.jpg', '92543d12-fenster-4.0-scaled.jpg', '2764359f-fenster-1.1-scaled.jpg', 'c022ed1d-fenster-11.0-scaled.jpg', 'c8d95f51-fenster-9.0-scaled.jpg', '871c93e9-fenster-13.0-scaled.jpg'], ['7186b2db-20210711_152429-scaled.jpg'], [], ['43ad8176-280d3591-a4c5-42a9-b3a3-23b31bdc5c50-scaled.jpeg.webp'], [], [], [], [], ['eca94b83-screenshot_20220216_114053_com.android.gallery3d.jpg'], ['cb063dba-20211024_114952.jpg'], [], [], [], [], [], [], [], [], [], [], ['7446a470-3d2eac5b-a44f-4d2f-aad2-353ebd33f0da_1_201_a-scaled.jpeg'], ['d5bb0187-889e0314-2fd0-4d05-85b3-01afee0d1ef6-scaled.jpeg'], [], [], ['5016df36-zuschnitte-1.png', 'a84eb53f-screenshot-2022-11-26-142833.png', '41326838-zuschnitte-4-.png'], [], [], [], [], [], [], [], ['144cb82d-trittschalldaemmung.jpg'], ['2d6e5b76-1d5ea40d-4341-4777-aa58-19fd2aef81e9.png', '0d7985cf-9c79cd2d-b7f9-4b40-851d-e117634cf74e.png'], [], ['73fc3404-bild1.jpg'], [], [], ['9da11386-bild_gelaender.png'], ['fb7e36d6-20211005_173812-scaled.jpg'], ['c6caec4d-25add5da-94a3-473a-9b4a-59219ce7785f-scaled.jpeg'], ['ac512f24-15209_wakol-z-615.png'], ['39e197ea-b60a4ceb-8716-4c54-aa78-92573dfcb788.jpeg'], ['fa805b48-000_0785-scaled.jpg', 'b549eb3d-000_0787-scaled.jpg'], ['479734a6-img_0748-450x338.webp'], ['90d719f0-20230707_195345-scaled.jpg'], ['04b8b472-img_20230804_204953-scaled.jpg']]",67.0,11.0,4.0,27.333333333333332
51,Plastics linings,Pr_25_71_43_62,47.55555555555556,9,12.11111111111111,Pr_25_71,Pr_25_71,"Rigid board, panel, sheet and sectional products","[['7a874ddd-img-ce89de03bf0c7d04f5bd1f5d10654c50-v.jpg'], ['f059160b-20210412_100938-scaled.jpg', 'c47c44ef-verkauf-2-fensterelemente.jpg', 'd0f23215-20210412_104656-scaled.jpg'], [], [], [], [], [], [], [], [], [], ['a731a0d3-img_7261.jpg']]",26.0,21.0,36.0,27.666666666666668
89,Concrete bollards,Pr_20_76_08_19,76.54545454545455,11,93.28571428571429,Pr_20_76,Pr_20_76,Sectional products,"[['8ed8b23e-lst-3.jpg', '994dfc8b-lst-4.jpg', 'c59cd0cc-lst-6.jpg'], ['8286d4ca-20201117_140617-scaled.jpg.webp'], [], [], ['327bfb0b-betonplatten-rot-30-x-30--scaled.jpg'], ['2198e53d-20211019_140244-scaled.jpg', 'f0a719db-20211019_140049-scaled.jpg'], ['0f421285-8ecefce9-0c56-459d-ae50-bcdbbe7bf01a-scaled.jpeg'], [], [], ['3943e708-2.jpg', 'a3ff1bbf-9.jpeg', '4be390d7-5.jpg', 'def686da-8.jpeg', '021e549d-neu-600er_mit_noppen-beton-systemstein-betonblock-1-scaled.jpg'], ['e1de4f5e-neu-9_6_6_mit_noppen-betonblock-beton-legostein-1-scaled.jpg', '7d6351b1-bbloxx-referenz-1240x960-schuettgutbox_3_sortierboxen_sortierbereiche_mit_betonblock_guenstig_und_schnell_bauen.jpg', '4a22c224-sortierhallen_klein.jpg'], ['3c890ad3-sortierhallen_klein.jpg', '2d2c03d0-bbloxx-referenz-1240x960-schuettgutbox_3_sortierboxen_sortierbereiche_mit_betonblock_guenstig_und_schnell_bauen.jpg', 'ff28fe69-neu-600er_mit_noppen-beton-systemstein-betonblock-1-scaled.jpg'], [], ['8d366924-bjsi2299.jpg']]",45.0,17.0,22.0,28.0
102,polygonal,IfcWall.POLYGONAL,34.0,2,117.5,IfcWall.POLYGONAL,,,"[['a9fb2418-s-l1600-3.jpg'], []]",7.0,59.0,19.0,28.333333333333332
58,Aluminium window walls,Pr_30_59_99_02,53.0,4,252.0,Pr_30_59,Pr_30_59,Openings and opening component products,"[['9ba6050f-beschreibung-fenster.jpg'], ['f7ed1844-exclusive_86_new.jpg'], [], [], [], ['5d6dd7eb-1a7c312d-cfdb-48b4-962e-9fcb336474df.jpeg', '07f49a22-27353eb1-b128-4bcc-8d3d-95fa753d55bd.jpeg'], ['4873d94d-img-20230717-wa0006.jpg', '7998b51c-download.png']]",37.0,33.0,15.0,28.333333333333332
105,Stone balusters and newel posts,Pr_20_76_06_86,81.0,5,417.5,Pr_20_76,Pr_20_76,Sectional products,"[['1ebc4ea3-s-l1600-9.jpg'], ['1b8068b3-s-l1600-10.jpg'], ['a11a242d-s-l500.jpg'], ['8810f179-img_4757-rotated.jpg', '792e4763-img_4754-rotated.jpg', '526c1e76-img_4751-rotated.jpg'], [], ['ee097c7e-c8160685-acbc-4d7b-a7e1-fa5329f55f00.jpeg', '709501c9-fcb9ef31-e503-4907-a75b-41b8d3cb0a93.jpeg'], [], ['a7fcfe35-25-12-6-3.jpeg', '7cd2a717-25-12-6-2.jpeg'], [], [], ['abe4e123-img_9745.jpeg', '541fbd15-68c6-4f40-bf2a-b864917599fa.jpeg']]",48.0,28.0,10.0,28.666666666666668
41,roofing,IfcCovering.ROOFING,48.0,3,335.0,IfcCovering.ROOFING,,,"[['3b6c2764-2022-02-27-12.46.29-scaled.jpg'], [], ['579eac6b-f7dab010-a245-457e-ac39-fb7a70e48009.jpeg']]",27.0,46.0,13.0,28.666666666666668
86,Dovecotes,Pr_40_30_04_25,63.75,8,60.625,Pr_40_30,Pr_40_30,Fittings,"[[], [], [], [], [], ['89fd0c86-s-l500.jpg', '5eea5f18-s-l1600-4.jpg'], ['8b204fad-s-l1600-5.jpg'], ['f2b2f4f0-schiefer-scaled.jpg'], [], ['ba0d32e8-screenshot_2023-01-24-10-24-07-731_com.android.chrome.jpg'], ['03f25f46-20210112_141232.jpg', 'e20b99d0-20210112_140934.jpg'], ['45816d26-img_20200725_160350-scaled.jpg.webp'], [], ['c957790a-20210114_105610.jpg', '4a4c4af3-20210114_105657.jpg'], [], ['9cc7ea7b-img_9445-scaled.jpeg', '5d6e2baa-img_9445-scaled.jpeg'], ['ec17b5c3-img_8443-scaled.jpeg']]",40.0,22.0,26.0,29.333333333333332
49,Plastics sleeving,Pr_20_29_85_64,43.0,4,5.75,Pr_20_29,Pr_20_29,Fastener products,"[['2131f7d4-9ba35f46-4a43-4e91-9f37-baffbe20a8b2-scaled.jpeg', '957670c1-72077c57-0392-4695-9bfe-c6fa05ab5217-scaled.jpeg', '46cbb17f-65aad21c-752a-40ac-bc43-0c077ccc0c8b-scaled.jpeg', 'c29f06a2-9cfe1c82-707e-4eb4-8945-14bb4eec335a-scaled.jpeg'], ['e1b9018f-img_20210302_180826.jpg', 'a8b2ae14-img_20210302_180942.jpg'], [], [], [], [], [], []]",13.0,33.0,44.0,30.0
55,Garage door holders,Pr_30_36_59_32,32.166666666666664,6,1.1666666666666667,Pr_30_36,Pr_30_36,Hardware products,"[['f806740e-architecture-1477041_1280.jpg', 'a261f1df-c48a-46e6-8e4f-671ad082b283.jpeg'], [], ['b25c74b3-18bff2b4-d5f6-4c27-a5e1-47f745b6a4e4.jpeg'], ['e893cee5-19178a980488453t103.jpg'], [], [], [], ['066253c9-100_2060-scaled.jpg', 'f28d84d9-100_2061-scaled.jpg', '2db7b015-100_2059-scaled.jpg']]",5.0,25.0,61.0,30.333333333333332
32,Roofing swags,Pr_20_29_88_75,43.4,5,3.5,Pr_20_29,Pr_20_29,Fastener products,"[[], ['543923dc-20211030_110443-scaled.jpg', '3117ceac-20211030_110517-scaled.jpg'], ['74e101e6-dachfenster-2-scaled.jpg', '5f0bb155-dachfenster-3-scaled.jpg', '10bba86b-dachfenster-1-scaled.jpg'], [], ['f90ef747-eee01678-4513-4663-a563-cfa8da017284-scaled.jpeg', '9afca987-bad71b1b-13b0-4583-a305-41be6cfa323b.jpeg', '8e4d1a6f-3c6b98bc-12a3-4ff2-a31c-31657057d4f5.jpeg'], ['2da3bc20-img_20230113_145353_61-scaled.jpg', '8c5b12e4-img_20230113_145423_31-scaled.jpg', '93ceeff9-img_20230113_145429_11-scaled.jpg']]",15.0,28.0,49.0,30.666666666666668
54,Metallized plastics window films,Pr_25_57_51_52,40.75,4,2.75,Pr_25_57,Pr_25_57,"Non-rigid sheet, mat and strip skin products","[['71368463-fenster2.jpg', '89b60de1-fenster6.jpg', '93464586-fenster1.jpg', '262bf809-fenster4.jpg', '786703f3-fenster3.jpg', 'b8c41888-fenster5.jpg'], ['1233ef68-fenster-scaled.jpg'], ['8379dc91-fensterr-scaled.jpg'], ['73633373-fenster-1.jpg']]",11.0,33.0,51.0,31.666666666666668
6,parapet,IfcWall.PARAPET,88.54054054054055,37,6.794117647058823,IfcWall.PARAPET,,,"[[], [], [], [], [], [], ['0b7e685e-img_2725-scaled.jpg'], ['1725aa48-inbound5977165879280626265.jpg'], [], [], [], [], [], [], [], ['5b746ad0-img-20220118-wa0005.jpg'], [], ['b22655fb-20230220_100422-scaled.jpg', '051c31f9-20230220_100221-scaled.jpg', 'ea91d585-20230220_100207-scaled.jpg', '19ecdb96-20230220_100405-scaled.jpg'], ['b0b3a6f1-terassenplatten-3-scaled.jpg'], ['7a5a4df3-s-l500-11.jpg'], ['343bef21-f1c2188c-f300-43d6-b6b1-d74d1b2c8495.jpeg.webp'], [], [], ['671de504-p1000566-scaled.jpg'], ['c274b678-img-20220626-wa0004.jpg', '60dac33c-img-20220510-wa0006.jpg'], [], [], [], [], ['23f69dfd-grau.png', '2b1a5873-b25-jumbo_small.jpg'], ['7f364cbd-b25-jumbo_small.jpg', '88a2d6f0-grau.png'], [], [], [], [], [], ['f392a91a-treppengelaender_3-scaled.jpg'], ['863c6f35-kellertreppenabsperrung-scaled.jpg'], ['89bae1a4-heizung_kellerbad-scaled.jpg'], [], [], ['5a02ea4a-03dc5046-92cb-4533-b178-652f636b4aad.jpeg', 'f8c61e50-6446ab35-f7fa-4202-8705-d78eed536bc7.jpeg', '347e1bdb-fba8bcdc-be6e-4c1c-bb8d-24e8886fbf7c.jpeg', 'f38e3539-6c2405e3-7cc8-4d30-ae49-0ed41f43b93c.jpeg'], ['ab014b50-screenshot_20220502-191819_firefox.jpg', 'fadd8aca-20220518_180825.jpg', '2e3d89c6-20220502_190844.jpg', 'eb727d28-20220518_180844.jpg'], [], [], [], [], [], ['1fd9db8c-20200701_200301-scaled.jpg'], ['f5b1c485-92372eff-3e9d-4a60-80c4-161f0b0be1d0-scaled.jpeg'], ['7d624295-pxl_20230315_073651091-scaled.jpg'], ['760e7cae-fenster-pvc-weiss-120x130-1-flgl.-scaled.jpg', 'e4de17e1-holzfenster-weiss-200x135-2-flgl.-mit-sprossenteilung-scaled.jpg', '50ef31bb-fenster-pvc-braun-86x103-1-flgl.-scaled.jpg'], ['804ebf63-dimensa-tapeziergrund-10l.jpg.webp', '7f59b501-dimensa-tapeziergrund-10l.jpg.webp', '74ddc8a7-dimensa-tapeziergrund-10l.jpg.webp', '9466725d-dimensa-tapeziergrund-10l.jpg.webp'], ['f1fb051f-p1100085.jpg', '8cec1dbd-p1100088.jpg']]",51.0,6.0,43.0,33.333333333333336
31,Pendant luminaires,Pr_70_70_48_62,79.3076923076923,26,4.0,Pr_70_70,Pr_70_70,Power and lighting outlet products,"[['2a564c4f-5f42-4c29-87c4-e259880e4f3c.jpg'], [], [], ['c43185ce-20221109_143958-scaled.jpg', '8a93487f-20221109_144106-scaled.jpg', '3259eab5-20221109_144027-scaled.jpg', '573da8dc-20221109_144016-scaled.jpg', 'f0769b10-20221109_144037-scaled.jpg', '9fd635c4-20221109_144159-scaled.jpg', 'cf110475-20221109_143850-scaled.jpg', '5e1e0eea-20221109_144346-scaled.jpg', 'ab7fee5a-20221109_143948-scaled.jpg'], [], [], [], ['df1a628e-fenster-3-vorne-scaled.jpg', 'ded341c8-fenster-3-oben-scaled.jpg', '72a3fc28-fenster-3-hinten-scaled.jpg'], [], [], [], ['39264aa0-7c4e9641-3ed9-4044-94c6-aa26ea18f745-scaled.jpeg', '51a33b82-a8dc718f-bdc2-4998-81db-03b22842b74b.png', '00beddff-d61fe25e-4ee4-428d-b1a3-149166502f11-scaled.jpeg'], ['ab4a339f-img_20200415_135956-scaled.jpg.webp'], ['2f410f36-img_1597677867613_68850.jpg.webp', 'd4a3c8c2-img_1597677888349_60635.jpg'], [], [], ['de376b7f-leuchte-scaled.jpg', 'ffb802db-leuchte3-scaled.jpg'], ['d595c3cc-bildschirmfoto-2021-09-01-um-15.51.36.png'], [], ['06e15f7f-38244bd4-2088-4925-bbe9-3d5cdf4493b0-scaled.jpeg'], [], [], [], [], [], [], [], [], ['f0ee6817-img_9820-scaled.jpg'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['9ec94b63-serie-s7-s8-1.jpg', 'd0458de3-img_8836-scaled.jpg'], [], ['62d3e91a-30cb2e6a-da6e-4caf-95cb-577ddcf7eaa3-scaled.jpeg'], [], ['ff00226d-9170024e-7256-48bf-b05e-b232acbce942.jpeg'], ['30642811-60430dca-c445-45c1-a9fc-e84965cdb47f-scaled.jpeg'], ['06e15f7f-38244bd4-2088-4925-bbe9-3d5cdf4493b0-scaled.jpeg']]",47.0,8.0,47.0,34.0
106,finned,IfcTubeBundle.FINNED,95.83333333333333,6,100.8,IfcTubeBundle.FINNED,,,"[['3f23a157-0178_produktbild_165-203_700x700.jpg'], ['0b423ba3-img_20220305_090601-scaled.jpg', '0d79759b-img_20220305_090601-scaled.jpg'], [], [], ['90d17bd1-dscf2080.jpg'], [], [], [], []]",56.0,25.0,21.0,34.0
99,Desks,Pr_40_50_21_21,102.53846153846153,13,17.153846153846153,Pr_40_50,Pr_40_50,Furnishings,"[['27a31936-blacksilver.jpg', '8ff9a652-simon-10-scaled.jpg'], ['cd86bd12-s-l1600-16.jpg'], ['76fd5ae7-img_20210608_165100-scaled.jpg', 'dde66626-img_20210608_165100-scaled.jpg', '5bae12b0-img_20210608_165100-scaled.jpg', '482ccb9f-img_20210608_165100-scaled.jpg', '0e6094d5-img_20210608_165100-scaled.jpg', '0f64a028-img_20210608_165100-scaled.jpg'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['2a3cd4f7-img_2791-scaled.jpg']]",60.0,14.0,33.0,35.666666666666664
100,stair,IfcStair,95.28571428571429,14,8.785714285714286,IfcStair,,,"[['801f2220-stufen-scaled.jpg'], ['4e60a795-screenshot_20230227-094411_gallery.jpg'], ['5cf6564c-img_2851.jpg', 'df1c1181-img_2850.jpg', '1c3ec085-img_2861.jpg', '69191b16-20211216_123459-scaled.jpg', '894312d8-img_2846-scaled.jpg', '8bd57700-img_2848.jpg', '8652e589-img_2852-scaled.jpg'], ['d55fbc4e-img_4510.png', '4a675441-img_4511.png', '486f1ff4-img_4509.png', 'ac2fb766-img_4508.png'], [], ['99a9ba53-img_3203-scaled.jpg', '41fd9c6e-img_8968-scaled.jpeg'], [], [], [], [], [], [], ['6cbbe5ef-img_4478-scaled.jpeg'], []]",55.0,12.0,40.0,35.666666666666664
